"","wbgene","gene_name","gene_id","concise_description","automated_description","gene_class_description","go_term","go_name","go_description","inside_CI","eqtl","vars","pc_vars","go_annotation"
"1105","WBGene00019471","cyp-35B2","K07C6.3","none available ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Human ortholog(s) of this gene are  implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0020037","heme binding","Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",FALSE,TRUE,FALSE,FALSE,NA
"1106","WBGene00019471","cyp-35B2","K07C6.3","none available ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Human ortholog(s) of this gene are  implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0042738","exogenous drug catabolic process","The chemical reactions and pathways resulting in the breakdown of a drug that has originated externally to the cell or organism.",FALSE,TRUE,FALSE,FALSE,NA
"1107","WBGene00019471","cyp-35B2","K07C6.3","none available ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Human ortholog(s) of this gene are  implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0043231","intracellular membrane-bounded organelle","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",FALSE,TRUE,FALSE,FALSE,NA
"1108","WBGene00019471","cyp-35B2","K07C6.3","none available ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Human ortholog(s) of this gene are  implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion.",FALSE,TRUE,FALSE,FALSE,NA
"1109","WBGene00019471","cyp-35B2","K07C6.3","none available ","Is an ortholog of human CYP21A2 (cytochrome P450 family 21  subfamily A member 2). Is predicted to have heme binding activity; oxidoreductase  activity, acting on paired donors, with incorporation or reduction of molecular  oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom  of oxygen; and steroid hydroxylase activity. Human ortholog(s) of this gene are  implicated in congenital adrenal hyperplasia. ","CYtochrome P450 family ","GO:0055114","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",FALSE,TRUE,FALSE,FALSE,NA
"1110","WBGene00019522","K08B12.3","K08B12.3","none available ","Is an ortholog of human HDHD2 (haloacid dehalogenase like  hydrolase domain containing 2). Is predicted to have phosphatase activity. ","not known ","GO:0016311","dephosphorylation","The process of removing one or more phosphoric (ester or anhydride) residues from a molecule.",FALSE,TRUE,FALSE,FALSE,NA
"1111","WBGene00019522","K08B12.3","K08B12.3","none available ","Is an ortholog of human HDHD2 (haloacid dehalogenase like  hydrolase domain containing 2). Is predicted to have phosphatase activity. ","not known ","GO:0016791","phosphatase activity","Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.",FALSE,TRUE,FALSE,FALSE,NA
"1112","WBGene00019599","acds-10","K09H11.1","K09H11.1 encodes an acyl CoA dehydrogenase; by homology, the  product of K09H11.1 is predicted to function in fatty acid beta-oxidation; K09H11.1::yfp  promoter fusions are expressed in the descendants of the tertiary vulval precursor  cells P3.p, P4.p, and P8.p; large-scale expression studies reveal additional expression  in the nervous system, intestine, and hypodermis. ","Is an ortholog of human ACAD10 (acyl-CoA dehydrogenase family  member 10). Is predicted to have flavin adenine dinucleotide binding activity; hydrolase  activity; and oxidoreductase activity, acting on the CH-CH group of donors. Is expressed  in P3.p hermaphrodite; P4.p hermaphrodite; and P8.p hermaphrodite. ","ACaD (ACAD, acyl-CoA Dehydrogenase) Sequence homolog ","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.",TRUE,FALSE,TRUE,TRUE,NA
"1113","WBGene00019599","acds-10","K09H11.1","K09H11.1 encodes an acyl CoA dehydrogenase; by homology, the  product of K09H11.1 is predicted to function in fatty acid beta-oxidation; K09H11.1::yfp  promoter fusions are expressed in the descendants of the tertiary vulval precursor  cells P3.p, P4.p, and P8.p; large-scale expression studies reveal additional expression  in the nervous system, intestine, and hypodermis. ","Is an ortholog of human ACAD10 (acyl-CoA dehydrogenase family  member 10). Is predicted to have flavin adenine dinucleotide binding activity; hydrolase  activity; and oxidoreductase activity, acting on the CH-CH group of donors. Is expressed  in P3.p hermaphrodite; P4.p hermaphrodite; and P8.p hermaphrodite. ","ACaD (ACAD, acyl-CoA Dehydrogenase) Sequence homolog ","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",TRUE,FALSE,TRUE,TRUE,NA
"1114","WBGene00019599","acds-10","K09H11.1","K09H11.1 encodes an acyl CoA dehydrogenase; by homology, the  product of K09H11.1 is predicted to function in fatty acid beta-oxidation; K09H11.1::yfp  promoter fusions are expressed in the descendants of the tertiary vulval precursor  cells P3.p, P4.p, and P8.p; large-scale expression studies reveal additional expression  in the nervous system, intestine, and hypodermis. ","Is an ortholog of human ACAD10 (acyl-CoA dehydrogenase family  member 10). Is predicted to have flavin adenine dinucleotide binding activity; hydrolase  activity; and oxidoreductase activity, acting on the CH-CH group of donors. Is expressed  in P3.p hermaphrodite; P4.p hermaphrodite; and P8.p hermaphrodite. ","ACaD (ACAD, acyl-CoA Dehydrogenase) Sequence homolog ","GO:0050660","flavin adenine dinucleotide binding","Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2.",TRUE,FALSE,TRUE,TRUE,NA
"1115","WBGene00019599","acds-10","K09H11.1","K09H11.1 encodes an acyl CoA dehydrogenase; by homology, the  product of K09H11.1 is predicted to function in fatty acid beta-oxidation; K09H11.1::yfp  promoter fusions are expressed in the descendants of the tertiary vulval precursor  cells P3.p, P4.p, and P8.p; large-scale expression studies reveal additional expression  in the nervous system, intestine, and hypodermis. ","Is an ortholog of human ACAD10 (acyl-CoA dehydrogenase family  member 10). Is predicted to have flavin adenine dinucleotide binding activity; hydrolase  activity; and oxidoreductase activity, acting on the CH-CH group of donors. Is expressed  in P3.p hermaphrodite; P4.p hermaphrodite; and P8.p hermaphrodite. ","ACaD (ACAD, acyl-CoA Dehydrogenase) Sequence homolog ","GO:0055114","oxidation-reduction process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",TRUE,FALSE,TRUE,TRUE,NA
"1116","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0005096","GTPase activator activity","Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP.",TRUE,FALSE,TRUE,TRUE,NA
"1117","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0005813","centrosome","A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle.",TRUE,FALSE,TRUE,TRUE,NA
"1118","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0005938","cell cortex","The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins.",TRUE,FALSE,TRUE,TRUE,NA
"1119","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",TRUE,FALSE,TRUE,TRUE,NA
"1120","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0030866","cortical actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of actin-based cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane.",TRUE,FALSE,TRUE,TRUE,NA
"1121","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0032970","regulation of actin filament-based process","Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton.",TRUE,FALSE,TRUE,TRUE,NA
"1122","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0043547","positive regulation of GTPase activity","Any process that activates or increases the activity of a GTPase.",TRUE,FALSE,TRUE,TRUE,NA
"1123","WBGene00019600","rga-3","K09H11.3","rga-3 encodes a GTPase-activating protein (GAP); RNAi experiments  predicted to target rga-3 and the related rga-4 gene result in early embryonic defects,  specifically defects in cortical contractility, non-muscle myosin NMY-2 distribution,  and the relative size of PAR protein domains; in vitro, RGA-3 positively regulates  RHO-1 GTPase activity, consistent with genetic studies showing that the rga-3/4(RNAi)  phenotype requires RHO-1 activity; in early embryos, a YFP-RGA-3 fusion protein  localizes to the cellular cortex and to centrosomes, with cortical localization  segregating to the anterior during polarization. ","Is an ortholog of human ARHGAP11A (Rho GTPase activating  protein 11A). Exhibits GTPase activator activity. Is involved in asymmetric protein  localization involved in cell fate determination; cortical actin cytoskeleton organization;  and regulation of actin filament-based process. Localizes to the cell cortex and  centrosome. Is expressed in embryonic cell; germ line; and pharyngeal muscle cell. ","Rho GTPase Activating protein ","GO:0045167","asymmetric protein localization involved in cell fate determination","Any process in which a protein is transported to, or maintained in, a specific asymmetric distribution, resulting in the formation of daughter cells of different types.",TRUE,FALSE,TRUE,TRUE,NA
"1124","WBGene00019601","K09H11.4","K09H11.4","none available ","Is enriched in amphid sheath cell based on RNA-seq studies.  Is affected by several genes including hsf-1; eat-2; and sir-2.1 based on RNA-seq  and microarray studies. Is affected by seven chemicals including hydrogen sulfide;  multi-walled carbon nanotube; and D-glucose based on microarray and RNA-seq studies. ","not known ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"1125","WBGene00019603","K09H11.6","K09H11.6","none available ","Is enriched in neurons based on tiling array and microarray  studies. Is affected by several genes including sir-2.1; dpy-21; and hpl-2 based  on microarray; tiling array; and RNA-seq studies. Is affected by six chemicals including  multi-walled carbon nanotube; Psoralens; and allantoin based on RNA-seq studies. ","not known ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,FALSE,FALSE,NA
"1126","WBGene00019603","K09H11.6","K09H11.6","none available ","Is enriched in neurons based on tiling array and microarray  studies. Is affected by several genes including sir-2.1; dpy-21; and hpl-2 based  on microarray; tiling array; and RNA-seq studies. Is affected by six chemicals including  multi-walled carbon nanotube; Psoralens; and allantoin based on RNA-seq studies. ","not known ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,FALSE,FALSE,NA
"1127","WBGene00019604","pgph-1","K09H11.7","none available ","Is an ortholog of human PDXP (pyridoxal phosphatase) and  PGP (phosphoglycolate phosphatase). Is predicted to have phosphatase activity. ","PhosphoGlycolate Phosphatase Homolog ","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",TRUE,FALSE,TRUE,FALSE,NA
"1128","WBGene00019604","pgph-1","K09H11.7","none available ","Is an ortholog of human PDXP (pyridoxal phosphatase) and  PGP (phosphoglycolate phosphatase). Is predicted to have phosphatase activity. ","PhosphoGlycolate Phosphatase Homolog ","GO:0016311","dephosphorylation","The process of removing one or more phosphoric (ester or anhydride) residues from a molecule.",TRUE,FALSE,TRUE,FALSE,NA
"1129","WBGene00019604","pgph-1","K09H11.7","none available ","Is an ortholog of human PDXP (pyridoxal phosphatase) and  PGP (phosphoglycolate phosphatase). Is predicted to have phosphatase activity. ","PhosphoGlycolate Phosphatase Homolog ","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",TRUE,FALSE,TRUE,FALSE,NA
"1130","WBGene00019604","pgph-1","K09H11.7","none available ","Is an ortholog of human PDXP (pyridoxal phosphatase) and  PGP (phosphoglycolate phosphatase). Is predicted to have phosphatase activity. ","PhosphoGlycolate Phosphatase Homolog ","GO:0016791","phosphatase activity","Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.",TRUE,FALSE,TRUE,FALSE,NA
"1131","WBGene00019643","K11C4.2","K11C4.2","none available ","Is an ortholog of human PAQR8 (progestin and adipoQ receptor  family member 8). Is predicted to have signaling receptor activity. Is expressed  in head. ","not known ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",FALSE,TRUE,FALSE,FALSE,NA
"1132","WBGene00019643","K11C4.2","K11C4.2","none available ","Is an ortholog of human PAQR8 (progestin and adipoQ receptor  family member 8). Is predicted to have signaling receptor activity. Is expressed  in head. ","not known ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",FALSE,TRUE,FALSE,FALSE,NA
"1133","WBGene00019643","K11C4.2","K11C4.2","none available ","Is an ortholog of human PAQR8 (progestin and adipoQ receptor  family member 8). Is predicted to have signaling receptor activity. Is expressed  in head. ","not known ","GO:0038023","signaling receptor activity","Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response.",FALSE,TRUE,FALSE,FALSE,NA
"1134","WBGene00019649","exc-14","K11D12.9","none available ","Is enriched in excretory cell; hypodermis; intestine; neurons;  and pharyngeal muscle cell based on tiling array; RNA-seq; and microarray studies.  Is affected by several genes including daf-16; daf-2; and skn-1 based on microarray;  tiling array; and RNA-seq studies. Is affected by four chemicals including Sodium  Chloride; allantoin; and Sirolimus based on RNA-seq and microarray studies. Is predicted  to encode a protein with the following domains: Zinc finger, RING-type and Zinc  finger, RING/FYVE/PHD-type. ","EXCretory canal abnormal ","GO:0004842","ubiquitin-protein transferase activity","Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.",FALSE,TRUE,FALSE,FALSE,NA
"1135","WBGene00019649","exc-14","K11D12.9","none available ","Is enriched in excretory cell; hypodermis; intestine; neurons;  and pharyngeal muscle cell based on tiling array; RNA-seq; and microarray studies.  Is affected by several genes including daf-16; daf-2; and skn-1 based on microarray;  tiling array; and RNA-seq studies. Is affected by four chemicals including Sodium  Chloride; allantoin; and Sirolimus based on RNA-seq and microarray studies. Is predicted  to encode a protein with the following domains: Zinc finger, RING-type and Zinc  finger, RING/FYVE/PHD-type. ","EXCretory canal abnormal ","GO:0016567","protein ubiquitination","The process in which one or more ubiquitin groups are added to a protein.",FALSE,TRUE,FALSE,FALSE,NA
"1136","WBGene00019753","M03E7.1","M03E7.1","none available ","Is enriched in body wall musculature; neurons; and retrovesicular  ganglion based on microarray; tiling array; and RNA-seq studies. Is affected by  several genes including daf-2; elt-2; and sir-2.1 based on microarray and RNA-seq  studies. Is affected by five chemicals including Psoralens; allantoin; and metformin  based on RNA-seq studies. Is predicted to encode a protein with the following domains:  Major sperm protein (MSP) domain; PapD-like superfamily; and Immunoglobulin-like  fold. ","not known ","GO:0005856","cytoskeleton","Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles.",TRUE,FALSE,TRUE,FALSE,NA
"1137","WBGene00019754","M03E7.2","M03E7.2","none available ","Is enriched in GABAergic neurons; PLM; and excretory cell  based on tiling array and RNA-seq studies. Is affected by several genes including  daf-16; daf-2; and daf-12 based on microarray; tiling array; and RNA-seq studies.  Is affected by nine chemicals including 1-methylnicotinamide; D-glucose; and stavudine  based on RNA-seq and microarray studies. ","not known ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,FALSE,NA
"1138","WBGene00019754","M03E7.2","M03E7.2","none available ","Is enriched in GABAergic neurons; PLM; and excretory cell  based on tiling array and RNA-seq studies. Is affected by several genes including  daf-16; daf-2; and daf-12 based on microarray; tiling array; and RNA-seq studies.  Is affected by nine chemicals including 1-methylnicotinamide; D-glucose; and stavudine  based on RNA-seq and microarray studies. ","not known ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,NA
"1139","WBGene00019755","M03E7.3","M03E7.3","none available ","Is affected by several genes including daf-2; eat-2; and  isp-1 based on microarray; tiling array; and RNA-seq studies. Is affected by six  chemicals including methylmercuric chloride; multi-walled carbon nanotube; and Diazinon  based on microarray and RNA-seq studies. ","not known ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,TRUE,NA
"1140","WBGene00019755","M03E7.3","M03E7.3","none available ","Is affected by several genes including daf-2; eat-2; and  isp-1 based on microarray; tiling array; and RNA-seq studies. Is affected by six  chemicals including methylmercuric chloride; multi-walled carbon nanotube; and Diazinon  based on microarray and RNA-seq studies. ","not known ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"1141","WBGene00019756","M03E7.4","M03E7.4","M03E7.4 encodes a protein, predicted to be secreted, with onechitin-binding  peritrophin-A and three low-density lipoprotein receptordomain class A domains;  M03E7.4 has no obvious function in mass RNAiassays. ","Is an ortholog of human LRP10 (LDL receptor related protein  10); LRP12 (LDL receptor related protein 12); and LRP3 (LDL receptor related protein  3). Is predicted to have chitin binding activity. ","not known ","GO:0005576","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.",TRUE,FALSE,TRUE,TRUE,NA
"1142","WBGene00019756","M03E7.4","M03E7.4","M03E7.4 encodes a protein, predicted to be secreted, with onechitin-binding  peritrophin-A and three low-density lipoprotein receptordomain class A domains;  M03E7.4 has no obvious function in mass RNAiassays. ","Is an ortholog of human LRP10 (LDL receptor related protein  10); LRP12 (LDL receptor related protein 12); and LRP3 (LDL receptor related protein  3). Is predicted to have chitin binding activity. ","not known ","GO:0006030","chitin metabolic process","The chemical reactions and pathways involving chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.",TRUE,FALSE,TRUE,TRUE,NA
"1143","WBGene00019756","M03E7.4","M03E7.4","M03E7.4 encodes a protein, predicted to be secreted, with onechitin-binding  peritrophin-A and three low-density lipoprotein receptordomain class A domains;  M03E7.4 has no obvious function in mass RNAiassays. ","Is an ortholog of human LRP10 (LDL receptor related protein  10); LRP12 (LDL receptor related protein 12); and LRP3 (LDL receptor related protein  3). Is predicted to have chitin binding activity. ","not known ","GO:0008061","chitin binding","Interacting selectively and non-covalently with chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.",TRUE,FALSE,TRUE,TRUE,NA
"1144","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0000149","SNARE binding","Interacting selectively and non-covalently with a SNARE (soluble N-ethylmaleimide-sensitive factor attached protein receptor) protein.",TRUE,FALSE,TRUE,FALSE,NA
"1145","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0005484","SNAP receptor activity","Acting as a marker to identify a membrane and interacting selectively with one or more SNAREs on another membrane to mediate membrane fusion.",TRUE,FALSE,TRUE,FALSE,NA
"1146","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0005789","endoplasmic reticulum membrane","The lipid bilayer surrounding the endoplasmic reticulum.",TRUE,FALSE,TRUE,FALSE,NA
